cd_cliente,nome_cliente,aquisição_cliente
31890,Pedro,Organic
31891,Rita,Direct
31894,Rosa,Organic
31895,Eduardo,Organic
31896,Vera,Organic
31897,Rafael,Facebook Ads - Instagram
31898,José,Organic
31899,Luiz,Direct
31901,Patrícia,Social Media
31902,Rosa,Google Ads - Search
31903,André,Direct
31904,Raimunda,Google Ads - Search
31906,Ricardo,Referral
31907,Terezinha,Google Ads - Search
31909,Manoel,Direct
31910,Rafael,Organic
31911,Francisca,Google Ads - Search
31912,José,Google Ads - Search
31913,Rafael,Organic
31914,Antônio,Direct
31915,Luis,Direct
31916,Raimundo,Organic
31917,Luciana,Direct
31918,Ricardo,Organic
31919,Rosa,Organic
31920,Márci,Google Ads - Search
31921,Eduardo,Organic
31922,Terezinha,Organic
31923,Francisca,Google Ads - Search
31924,Geraldo,Direct
31925,Marcos,Google Ads - Youtube
31926,Maria,Criteo Remarketing
31927,Pedro,Organic
31928,Maria,Direct
31929,Rodrigo,Referral
31930,Marcelo,Direct
31931,Antônio,Google Ads - Search
31932,Leandro,Direct
31933,Márci,Direct
31934,Jorge,Organic
31935,Benedito,Google Ads - Display
31937,João,Social Media
31938,Mário,Direct
31939,Robert,Organic
31940,Francisca,Social Media
31941,Pedro,Direct
31942,Raimundo,Organic
31943,Fabio,Organic
31944,Robert,Google Ads - Youtube
31945,Luciana,Google Ads - Youtube
31946,Francisca,Google Ads - Search
31947,Sebastiã,Organic
31948,Eduardo,Facebook Ads - Facebook
31949,Luis,Referral
31950,Daniel,Direct
31951,Adriana,Organic
31952,Jorge,Organic
31953,Luiz,Organic
31955,Luiz,Social Media
31956,Marcelo,Direct
31957,Marcelo,Criteo Remarketing
31959,Luiz,Google Ads - Search
31960,Cláudio,Referral
31962,Cláudio,Organic
31963,Robert,Facebook Ads - Instagram
31964,Raimundo,Google Ads - Youtube
31965,Alexandre,Direct
31967,Francisco,Google Ads - Display
31968,Leandro,Social Media
31969,Cláudio,Direct
31970,Márci,Direct
31971,Maria,Facebook Ads - Instagram
31973,Benedito,Direct
31974,Luiz,Criteo Remarketing
31975,José,Google Ads - Search
31976,Raimundo,Google Ads - Display
31977,Fernando,Google Ads - Display
31978,Cláudio,Google Ads - Search
31979,Eduardo,Facebook Ads - Instagram
31980,Paul,Google Ads - Search
31981,Rosa,Organic
31983,Sebastiã,Direct
31984,Carlos,Criteo Remarketing
31985,Josefa,Organic
31986,Patrícia,Organic
31987,Antônio,Google Ads - Youtube
31988,Fernando,Organic
31989,Carlos,Criteo Remarketing
31990,Antônia,Organic
31991,Francisco,Google Ads - Search
31993,Pedro,Direct
31994,Terezinha,Direct
31996,Paul,Organic
31997,Rita,Organic
31998,Josefa,Google Ads - Display
31999,Benedito,Criteo Remarketing
32000,Mário,Direct
32001,Manoel,Google Ads - Display
32002,Francisca,Organic
32003,Manoel,Organic
32004,Rafael,Direct
32005,Manoel,Organic
32006,Marcelo,Criteo Remarketing
32007,Francisca,Facebook Ads - Facebook
32008,Jorge,Facebook Ads - Facebook
32009,Paul,Google Ads - Youtube
32011,Jorge,Criteo Remarketing
32012,Ana,Google Ads - Search
32013,Fernando,Direct
32014,Adriana,Referral
32015,Leandro,Google Ads - Search
32016,Luiz,Referral
32017,Fernando,Google Ads - Display
32018,Raimundo,Google Ads - Youtube
32019,Marcelo,Facebook Ads - Facebook
32020,Márci,Facebook Ads - Facebook
32021,Antônia,Social Media
32022,Marcos,Organic
32023,Rosa,Direct
32024,Edson,Direct
32025,Alexandre,Google Ads - Display
32026,Sérgio,Organic
32027,Maria,Google Ads - Display
32028,Eduardo,Direct
32029,Daniel,Direct
32030,Marcelo,Direct
32031,Alexandre,Direct
32032,Cláudio,Direct
32033,Leandro,Direct
32034,Antônia,Google Ads - Youtube
32035,Ricardo,Organic
32036,Leandro,Facebook Ads - Facebook
32037,Vera,Social Media
32038,Jorge,Google Ads - Search
32040,Eduardo,Google Ads - Display
32041,Patrícia,Social Media
32042,Manoel,Organic
32043,Sandra,Organic
32044,Rita,Facebook Ads - Facebook
32045,Rosa,Organic
32046,Fabio,Direct
32047,Fabio,Google Ads - Youtube
32048,Carlos,Google Ads - Search
32049,Josefa,Direct
32050,Marcelo,Google Ads - Search
32051,Joaquim,Google Ads - Search
32052,Francisca,Organic
32053,Fabio,Direct
32054,Alexandre,Direct
32055,Ana,Google Ads - Display
32057,Fernando,Social Media
32058,Joaquim,Organic
32060,Josefa,Criteo Remarketing
32061,Robert,Organic
32062,Francisco,Direct
32063,Márci,Organic
32064,Paul,Referral
32065,Pedro,Organic
32067,Maria,Organic
32068,Antônio,Google Ads - Search
32069,Ricardo,Facebook Ads - Facebook
32070,Sandra,Facebook Ads - Facebook
32071,Vera,Google Ads - Display
32072,Manoel,Google Ads - Youtube
32073,Maria,Google Ads - Youtube
32074,Márci,Organic
32075,Benedito,Organic
32076,Ana,Direct
32077,Raimunda,Direct
32078,Benedito,Google Ads - Search
32079,Edson,Direct
32080,Joaquim,Facebook Ads - Instagram
32081,Sérgio,Organic
32082,Daniel,Social Media
32083,Daniel,Google Ads - Search
32085,Josefa,Direct
32086,Terezinha,Direct
32087,Francisco,Direct
32088,Marcelo,Facebook Ads - Facebook
32089,Marcos,Google Ads - Youtube
32090,Jorge,Organic
32091,Manoel,Google Ads - Search
32092,Manoel,Direct
32094,Robert,Google Ads - Search
32095,Márci,Direct
32096,Leandro,Google Ads - Youtube
32097,Manoel,Google Ads - Search
32098,Marcos,Direct
32099,Antônio,Criteo Remarketing
32101,Antônio,Google Ads - Search
32103,Rosa,Google Ads - Search
32105,Luis,Direct
32106,Sônia,Referral
32107,Francisco,Google Ads - Search
32108,Luiz,Organic
32110,Paul,Google Ads - Search
32111,André,Organic
32112,Robert,Google Ads - Search
32113,Robert,Facebook Ads - Facebook
32114,Antônio,Organic
32115,Jorge,Organic
32116,Antônio,Direct
32117,Sérgio,Referral
32118,Eduardo,Organic
32119,Edson,Direct
32120,Raimundo,Direct
32121,Francisca,Criteo Remarketing
32122,Fernando,Organic
32123,Rosa,Google Ads - Search
32124,Benedito,Organic
32125,Márci,Organic
32127,Joaquim,Google Ads - Youtube
32129,Francisca,Direct
32133,Alexandre,Google Ads - Search
32134,Sandra,Direct
32135,Sérgio,Organic
32136,Terezinha,Organic
32137,João,Criteo Remarketing
32138,Luis,Organic
32139,Luciana,Organic
32140,Ana,Direct
32142,Carlos,Google Ads - Search
32144,Jorge,Google Ads - Youtube
32146,Rafael,Social Media
32147,André,Direct
32148,Alexandre,Criteo Remarketing
32149,Joaquim,Facebook Ads - Facebook
32150,Alexandre,Google Ads - Search
32151,Pedro,Facebook Ads - Facebook
32152,Fabio,Google Ads - Search
32154,Rafael,Facebook Ads - Instagram
32155,Luis,Google Ads - Search
32158,Márci,Direct
32159,Josefa,Organic
32160,Marcos,Google Ads - Search
32161,Edson,Direct
32162,Rafael,Organic
32163,Manoel,Organic
32164,André,Direct
32165,Robert,Google Ads - Youtube
32166,Adriana,Organic
32167,Ricardo,Social Media
32168,Sandra,Facebook Ads - Facebook
32170,Francisco,Direct
32171,Sérgio,Google Ads - Search
32172,Marcos,Direct
32173,Joaquim,Facebook Ads - Facebook
32174,Rafael,Google Ads - Search
32176,Francisco,Facebook Ads - Instagram
32177,Rita,Direct
32178,Ana,Google Ads - Search
32179,Josefa,Organic
32180,Sérgio,Direct
32183,Carlos,Organic
32184,Fabio,Referral
32185,Luciana,Organic
32186,João,Social Media
32187,Mário,Organic
32188,Marcelo,Google Ads - Display
32189,Sandra,Facebook Ads - Instagram
32190,Josefa,Direct
32191,Sebastiã,Facebook Ads - Facebook
32192,Rodrigo,Organic
32193,Rosa,Google Ads - Search
32194,Sebastiã,Organic
32195,Fernando,Direct
32196,Leandro,Organic
32197,Patrícia,Criteo Remarketing
32198,Leandro,Social Media
32199,Mário,Organic
32200,Geraldo,Direct
32201,Geraldo,Direct
32203,José,Facebook Ads - Instagram
32204,Sérgio,Google Ads - Display
32205,Antônio,Google Ads - Display
32206,Sebastiã,Social Media
32207,Márci,Google Ads - Youtube
32208,Benedito,Organic
32209,Ana,Google Ads - Search
32210,Raimunda,Organic
32211,Jorge,Direct
32212,Alexandre,Direct
32214,Geraldo,Google Ads - Search
32215,Benedito,Organic
32216,Sérgio,Organic
32217,Sérgio,Organic
32218,Luiz,Direct
32219,Antônia,Organic
32220,Patrícia,Organic
32221,Antônio,Google Ads - Search
32222,Rafael,Social Media
32223,Eduardo,Organic
32224,Eduardo,Google Ads - Search
32226,Paul,Direct
32227,Marcelo,Social Media
32228,Geraldo,Social Media
32229,Terezinha,Facebook Ads - Instagram
32230,Márci,Organic
32231,Jorge,Direct
32232,Fabio,Direct
32233,Terezinha,Google Ads - Search
32234,Fabio,Direct
32235,Antônia,Direct
32237,Ricardo,Google Ads - Search
32238,Antônia,Facebook Ads - Facebook
32239,Luciana,Facebook Ads - Facebook
32240,Marcos,Criteo Remarketing
32241,Eduardo,Direct
32242,Rafael,Google Ads - Display
32243,Raimundo,Social Media
32244,Sebastiã,Direct
32246,Pedro,Facebook Ads - Facebook
32247,Marcos,Facebook Ads - Facebook
32248,Vera,Criteo Remarketing
32249,Márci,Direct
32250,Jorge,Facebook Ads - Facebook
32251,Cláudio,Direct
32252,Patrícia,Google Ads - Search
32253,Paul,Criteo Remarketing
32254,Paul,Organic
32255,Luciana,Direct
32256,Cláudio,Google Ads - Search
32257,Luiz,Referral
32258,Paul,Referral
32259,Benedito,Google Ads - Search
32260,Marcos,Direct
32261,Cláudio,Criteo Remarketing
32262,Joaquim,Social Media
32263,Francisca,Google Ads - Display
32264,Sandra,Organic
32265,Pedro,Google Ads - Search
32266,Carlos,Organic
32268,Josefa,Organic
32269,Antônio,Google Ads - Display
32270,Marcos,Organic
32271,Francisca,Google Ads - Display
32272,Edson,Direct
32273,Fernando,Organic
32274,Pedro,Google Ads - Display
32275,Daniel,Google Ads - Youtube
32276,Sérgio,Google Ads - Search
32277,Maria,Social Media
32278,Benedito,Direct
32279,Maria,Organic
32280,Antônio,Google Ads - Search
32281,Sebastiã,Facebook Ads - Instagram
32282,Paul,Organic
32283,Raimunda,Facebook Ads - Instagram
32284,João,Google Ads - Display
32285,Mário,Organic
32286,Ana,Direct
32287,Cláudio,Organic
32288,Alexandre,Google Ads - Search
32290,Sebastiã,Direct
32291,Vera,Organic
32292,Manoel,Criteo Remarketing
32293,Marcelo,Google Ads - Display
32294,Eduardo,Google Ads - Display
32295,Carlos,Organic
32296,Luis,Facebook Ads - Facebook
32297,João,Google Ads - Search
32298,Adriana,Organic
32299,Manoel,Google Ads - Search
32300,Ana,Social Media
32302,Paul,Organic
32303,Eduardo,Organic
32304,Raimunda,Direct
32305,Luiz,Google Ads - Search
32306,Jorge,Facebook Ads - Instagram
32308,Jorge,Google Ads - Youtube
32309,Daniel,Direct
32310,Cláudio,Organic
32311,Carlos,Facebook Ads - Facebook
32312,Eduardo,Direct
32313,Rodrigo,Google Ads - Youtube
32314,Luiz,Organic
32315,Márci,Google Ads - Search
32316,Carlos,Direct
32318,Robert,Google Ads - Search
32319,Márci,Social Media
32320,Sérgio,Direct
32321,Márci,Organic
32322,Mário,Facebook Ads - Instagram
32323,Geraldo,Organic
32324,Terezinha,Direct
32325,Sônia,Organic
32326,Antônia,Organic
32327,Daniel,Facebook Ads - Facebook
32328,João,Direct
32330,Geraldo,Direct
32331,Luis,Google Ads - Search
32332,Francisca,Google Ads - Display
32334,Rafael,Direct
32335,Benedito,Organic
32336,Benedito,Facebook Ads - Instagram
32337,Patrícia,Google Ads - Search
32338,Carlos,Direct
32339,Maria,Organic
32340,Fabio,Google Ads - Display
32341,Jorge,Google Ads - Display
32343,Sônia,Google Ads - Youtube
32344,Alexandre,Google Ads - Youtube
32345,João,Organic
32346,Francisco,Referral
32347,Fernando,Google Ads - Search
32348,Marcelo,Criteo Remarketing
32349,Antônia,Google Ads - Youtube
32350,Antônia,Organic
32351,Joaquim,Organic
32352,Ana,Google Ads - Search
32353,Rosa,Organic
32354,Sebastiã,Facebook Ads - Instagram
32356,Sandra,Referral
32357,Cláudio,Referral
32358,Rita,Facebook Ads - Instagram
32359,Márci,Referral
32360,Vera,Direct
32361,Eduardo,Referral
32362,Jorge,Facebook Ads - Facebook
32363,Marcos,Organic
32364,Marcos,Facebook Ads - Facebook
32365,Manoel,Google Ads - Search
32366,Patrícia,Google Ads - Search
32367,Sérgio,Direct
32369,José,Facebook Ads - Facebook
32370,Márci,Facebook Ads - Instagram
32372,Cláudio,Direct
32373,Josefa,Organic
32374,Antônia,Social Media
32375,Ana,Facebook Ads - Instagram
32376,Rita,Organic
32377,Rodrigo,Organic
32378,Sebastiã,Organic
32379,Patrícia,Google Ads - Search
32380,Raimundo,Organic
32382,Vera,Google Ads - Search
32383,Terezinha,Google Ads - Search
32384,Jorge,Google Ads - Search
32385,Robert,Direct
32386,Manoel,Organic
32387,Márci,Facebook Ads - Instagram
32389,Rosa,Google Ads - Youtube
32390,Cláudio,Google Ads - Search
32391,Eduardo,Google Ads - Youtube
32392,Marcelo,Direct
32393,Cláudio,Organic
32394,Patrícia,Referral
32395,Josefa,Organic
32396,Sebastiã,Organic
32398,Antônio,Direct
32399,Luiz,Facebook Ads - Facebook
32400,Raimundo,Criteo Remarketing
32401,Marcelo,Google Ads - Search
32402,João,Facebook Ads - Facebook
32403,André,Google Ads - Youtube
32404,Patrícia,Google Ads - Display
32405,Antônio,Direct
32406,Edson,Google Ads - Display
32408,Robert,Direct
32409,Antônia,Direct
32412,Márci,Organic
32414,Fabio,Organic
32415,Raimunda,Direct
32416,Fabio,Referral
32417,Márci,Facebook Ads - Facebook
32418,Márci,Direct
32419,Fabio,Organic
32421,Marcos,Direct
32422,Benedito,Direct
32423,Fabio,Organic
32424,Vera,Facebook Ads - Facebook
32425,Luis,Organic
32426,Marcos,Direct
32427,Rita,Facebook Ads - Instagram
32428,Sérgio,Google Ads - Search
32429,Cláudio,Organic
32430,Francisca,Criteo Remarketing
32431,Cláudio,Organic
32432,Antônia,Social Media
32433,Rosa,Google Ads - Search
32434,Marcelo,Organic
32435,Luis,Google Ads - Search
32436,Robert,Organic
32438,Fabio,Google Ads - Search
32439,Daniel,Organic
32440,Marcelo,Organic
32441,Patrícia,Google Ads - Youtube
32442,Luciana,Organic
32443,Manoel,Organic
32444,Paul,Google Ads - Search
32446,Sônia,Organic
32448,Daniel,Google Ads - Youtube
32449,Leandro,Organic
32450,Mário,Google Ads - Search
32451,Maria,Referral
32452,Vera,Google Ads - Search
32453,Alexandre,Direct
32454,Patrícia,Organic
32456,Ricardo,Facebook Ads - Facebook
32457,Edson,Organic
32459,Rodrigo,Social Media
32460,Márci,Organic
32461,Sebastiã,Google Ads - Display
32462,José,Direct
32463,Maria,Organic
32464,José,Direct
32465,Alexandre,Facebook Ads - Instagram
32467,Rita,Facebook Ads - Instagram
32469,Carlos,Google Ads - Display
32470,Ana,Google Ads - Search
32471,Joaquim,Direct
32472,André,Google Ads - Search
32473,Leandro,Direct
32475,Raimunda,Organic
32476,Luis,Google Ads - Search
32477,Leandro,Facebook Ads - Facebook
32479,Manoel,Referral
32480,Eduardo,Organic
32481,Carlos,Google Ads - Youtube
32482,Carlos,Referral
32483,Adriana,Google Ads - Youtube
32484,Leandro,Google Ads - Youtube
32485,Carlos,Organic
32486,Luis,Google Ads - Youtube
32488,Leandro,Facebook Ads - Instagram
32489,Francisca,Google Ads - Search
32490,Maria,Organic
32491,Joaquim,Organic
32493,Leandro,Direct
32494,André,Direct
32495,Fabio,Direct
32496,Geraldo,Google Ads - Search
32497,Antônio,Facebook Ads - Facebook
32498,Benedito,Social Media
32499,Benedito,Google Ads - Youtube
32500,Sônia,Facebook Ads - Instagram
32502,Joaquim,Google Ads - Search
32503,Cláudio,Facebook Ads - Instagram
32504,Patrícia,Google Ads - Search
32505,Raimundo,Referral
32506,Eduardo,Google Ads - Display
32507,Marcos,Direct
32508,Robert,Google Ads - Search
32509,Rafael,Facebook Ads - Facebook
32510,Sandra,Referral
32511,Francisco,Criteo Remarketing
32512,João,Google Ads - Search
32513,Patrícia,Organic
32515,Luis,Google Ads - Display
32516,Benedito,Google Ads - Search
32517,Marcelo,Organic
32518,Alexandre,Google Ads - Display
32520,Sandra,Facebook Ads - Instagram
32521,Luis,Referral
32523,Ana,Direct
32525,Mário,Google Ads - Search
32526,Joaquim,Google Ads - Youtube
32527,Benedito,Organic
32528,Ricardo,Organic
32529,Eduardo,Referral
32530,Márci,Social Media
32531,Márci,Social Media
32532,Manoel,Organic
32533,Francisco,Organic
32535,Raimunda,Organic
32537,Jorge,Google Ads - Search
32538,Marcos,Google Ads - Search
32540,André,Facebook Ads - Instagram
32541,Marcos,Organic
32542,Jorge,Facebook Ads - Instagram
32543,Adriana,Facebook Ads - Facebook
32544,Ana,Google Ads - Search
32545,Alexandre,Google Ads - Search
32546,Terezinha,Organic
32547,Marcos,Google Ads - Search
32548,Adriana,Google Ads - Search
32549,Fernando,Direct
32550,Maria,Organic
32551,Marcos,Direct
32553,Marcelo,Direct
32554,Paul,Direct
32555,Pedro,Direct
32556,Pedro,Facebook Ads - Instagram
32557,Patrícia,Direct
32558,Luis,Direct
32559,Joaquim,Google Ads - Display
32560,Geraldo,Google Ads - Youtube
32561,Antônia,Organic
32562,Pedro,Google Ads - Youtube
32563,Patrícia,Direct
32565,Daniel,Social Media
32566,Ana,Criteo Remarketing
32567,Mário,Social Media
32568,Rodrigo,Facebook Ads - Instagram
32569,Marcelo,Organic
32570,Leandro,Social Media
32571,Eduardo,Organic
32572,Francisco,Facebook Ads - Facebook
32573,Rita,Google Ads - Display
32574,Daniel,Facebook Ads - Facebook
32575,Francisca,Referral
32576,Rita,Google Ads - Search
32580,Sérgio,Facebook Ads - Facebook
32581,José,Social Media
32582,Antônia,Direct
32583,Sebastiã,Direct
32584,Maria,Direct
32585,Ana,Referral
32586,Pedro,Direct
32587,Francisco,Direct
32588,Robert,Direct
32589,Rosa,Direct
32590,Paul,Google Ads - Search
32591,Jorge,Google Ads - Search
32592,Leandro,Google Ads - Search
32593,Daniel,Google Ads - Search
32594,Vera,Referral
32595,Edson,Google Ads - Youtube
32596,Sebastiã,Organic
32598,Sônia,Google Ads - Search
32599,Luis,Organic
32600,Marcos,Google Ads - Youtube
32601,Leandro,Referral
32602,Cláudio,Organic
32603,Rodrigo,Google Ads - Youtube
32604,Francisco,Organic
32605,André,Criteo Remarketing
32606,Luciana,Google Ads - Search
32608,Luis,Organic
32609,Vera,Direct
32610,Márci,Organic
32611,Robert,Google Ads - Search
32613,Rita,Direct
32614,Fernando,Google Ads - Search
32615,Luciana,Google Ads - Search
32616,Joaquim,Facebook Ads - Instagram
32617,Sônia,Google Ads - Youtube
32618,Fernando,Google Ads - Youtube
32619,Rodrigo,Organic
32620,Adriana,Google Ads - Search
32621,Manoel,Google Ads - Search
32622,Robert,Direct
32624,Carlos,Google Ads - Youtube
32626,Alexandre,Google Ads - Search
32627,Daniel,Direct
32628,Marcos,Direct
32629,Rita,Direct
32630,Márci,Google Ads - Search
32631,Carlos,Facebook Ads - Instagram
32632,André,Organic
32633,Pedro,Google Ads - Display
32634,Maria,Organic
32635,Márci,Direct
32636,Rodrigo,Social Media
32637,Daniel,Social Media
32639,Patrícia,Direct
32640,Maria,Organic
32641,Fernando,Direct
32642,André,Facebook Ads - Facebook
32644,Antônia,Direct
32645,Jorge,Social Media
32646,Francisco,Organic
32647,Márci,Google Ads - Search
32648,Sebastiã,Referral
32649,Josefa,Google Ads - Search
32650,João,Google Ads - Youtube
32651,Sebastiã,Facebook Ads - Facebook
32652,Fabio,Direct
32653,Ricardo,Social Media
32654,Benedito,Direct
32655,Márci,Organic
32656,Pedro,Google Ads - Display
32657,Francisco,Google Ads - Youtube
32659,José,Direct
32661,Sônia,Referral
32662,Josefa,Social Media
32663,Daniel,Facebook Ads - Facebook
32664,Rosa,Google Ads - Search
32665,Paul,Social Media
32666,Terezinha,Google Ads - Youtube
32667,José,Facebook Ads - Instagram
32668,Vera,Facebook Ads - Facebook
32669,Sandra,Facebook Ads - Instagram
32671,Terezinha,Facebook Ads - Facebook
32672,Eduardo,Organic
32673,Rodrigo,Referral
32674,Marcelo,Criteo Remarketing
32675,Sebastiã,Organic
32676,Antônio,Google Ads - Search
32677,Leandro,Organic
32678,André,Direct
32679,Sandra,Facebook Ads - Facebook
32680,Mário,Direct
32681,Márci,Direct
32682,José,Direct
32683,Marcos,Social Media
32684,Paul,Google Ads - Search
32685,Luis,Organic
32686,Eduardo,Criteo Remarketing
32687,Márci,Social Media
32690,Marcelo,Criteo Remarketing
32691,Geraldo,Facebook Ads - Instagram
32692,Luciana,Organic
32693,João,Direct
32694,João,Direct
32695,Paul,Referral
32697,Joaquim,Google Ads - Search
32698,Sebastiã,Google Ads - Youtube
32699,Maria,Organic
32700,Márci,Direct
32701,Sônia,Facebook Ads - Instagram
32703,Fernando,Direct
32704,Robert,Organic
32705,Rodrigo,Google Ads - Search
32706,Raimunda,Facebook Ads - Facebook
32708,Leandro,Facebook Ads - Facebook
32709,Rafael,Google Ads - Display
32710,Marcelo,Organic
32711,Joaquim,Facebook Ads - Instagram
32712,Raimundo,Google Ads - Youtube
32713,Pedro,Facebook Ads - Instagram
32715,Francisca,Google Ads - Search
32716,Geraldo,Referral
32717,Fabio,Direct
32718,Alexandre,Organic
32720,Fabio,Criteo Remarketing
32721,Francisco,Organic
32722,Rosa,Organic
32723,Jorge,Google Ads - Search
32724,Joaquim,Organic
32725,Vera,Facebook Ads - Instagram
32726,Daniel,Referral
32727,Ana,Direct
32728,Marcos,Google Ads - Display
32729,Francisca,Social Media
32730,Robert,Google Ads - Search
32733,Rafael,Direct
32734,Rafael,Facebook Ads - Instagram
32735,Luis,Direct
32736,Vera,Direct
32737,Leandro,Google Ads - Search
32738,Rosa,Organic
32739,João,Direct
32741,Marcos,Google Ads - Search
32742,Sebastiã,Google Ads - Search
32743,Márci,Direct
32744,Sebastiã,Organic
32746,Marcos,Google Ads - Search
32747,Vera,Google Ads - Search
32748,Luciana,Google Ads - Search
32749,Luciana,Google Ads - Search
32750,Eduardo,Google Ads - Search
32751,Antônio,Google Ads - Search
32752,Alexandre,Organic
32753,Marcos,Direct
32754,Edson,Referral
32755,Patrícia,Google Ads - Display
32756,Marcelo,Organic
32757,Ana,Direct
32758,Eduardo,Google Ads - Display
32759,Rodrigo,Direct
32760,Raimundo,Google Ads - Youtube
32761,Adriana,Google Ads - Search
32762,Ana,Organic
32763,Fernando,Google Ads - Search
32764,André,Google Ads - Youtube
32765,João,Google Ads - Search
32766,Raimunda,Google Ads - Display
32767,Raimunda,Google Ads - Search
32768,Edson,Direct
32769,Raimundo,Organic
32770,Rosa,Google Ads - Display
32771,Cláudio,Direct
32772,Cláudio,Google Ads - Display
32773,Cláudio,Direct
32774,Raimundo,Facebook Ads - Instagram
32775,Luiz,Organic
32776,Francisca,Direct
32777,Sebastiã,Organic
32778,Marcelo,Direct
32779,Pedro,Social Media
32780,Sandra,Facebook Ads - Facebook
32781,Márci,Organic
32783,Marcelo,Google Ads - Display
32784,Rodrigo,Facebook Ads - Instagram
32785,Rodrigo,Social Media
32786,José,Facebook Ads - Instagram
32788,Joaquim,Organic
32789,Francisca,Google Ads - Display
32790,Daniel,Google Ads - Youtube
32792,Sônia,Referral
32793,Fabio,Organic
32794,Marcelo,Organic
32795,José,Google Ads - Search
32796,Vera,Direct
32798,Cláudio,Facebook Ads - Instagram
32799,Antônia,Social Media
32803,Márci,Google Ads - Display
32804,Mário,Google Ads - Display
32805,Benedito,Direct
32806,Manoel,Criteo Remarketing
32807,Raimundo,Organic
32808,Francisca,Referral
32809,Fabio,Google Ads - Search
32810,José,Referral
32811,Antônio,Direct
32812,Pedro,Direct
32815,Rafael,Organic
32817,Leandro,Google Ads - Search
32818,João,Direct
32820,Leandro,Organic
32821,Josefa,Google Ads - Search
32822,Fabio,Social Media
32823,Adriana,Organic
32824,Antônia,Direct
32825,Rita,Google Ads - Display
32826,Jorge,Organic
32827,Eduardo,Facebook Ads - Instagram
32828,Ana,Google Ads - Display
32829,André,Social Media
32830,Antônia,Criteo Remarketing
32831,Raimunda,Social Media
32832,Márci,Direct
32835,Adriana,Google Ads - Youtube
32836,Leandro,Facebook Ads - Instagram
32837,Antônia,Google Ads - Youtube
32838,Cláudio,Google Ads - Search
32839,Mário,Direct
32840,Sandra,Google Ads - Search
32842,Leandro,Google Ads - Youtube
32843,Raimunda,Organic
32844,Jorge,Organic
32845,Joaquim,Google Ads - Search
32846,Sandra,Facebook Ads - Facebook
32847,Jorge,Direct
32848,Sandra,Google Ads - Search
32849,Jorge,Referral
32851,Antônia,Organic
32852,Luis,Referral
32853,Mário,Google Ads - Display
32854,André,Referral
32855,Manoel,Social Media
32857,Jorge,Facebook Ads - Facebook
32860,Joaquim,Direct
32862,Paul,Google Ads - Search
32863,Rosa,Direct
32864,João,Google Ads - Search
32866,Ricardo,Google Ads - Youtube
32867,Marcos,Organic
32868,Luis,Organic
32869,Sérgio,Social Media
32870,Rodrigo,Google Ads - Search
32871,Pedro,Google Ads - Youtube
32874,Francisco,Google Ads - Search
32876,André,Google Ads - Search
32877,Antônio,Google Ads - Search
32878,Sônia,Google Ads - Youtube
32879,Sérgio,Criteo Remarketing
32880,Raimunda,Google Ads - Display
32882,Vera,Google Ads - Search
32883,Márci,Direct
32884,Ana,Social Media
32885,Edson,Facebook Ads - Instagram
32886,Vera,Direct
32887,Eduardo,Organic
32888,Ana,Google Ads - Search
32889,Robert,Organic
32890,Maria,Facebook Ads - Instagram
32891,Terezinha,Direct
32892,Ricardo,Referral
32895,Francisca,Facebook Ads - Facebook
32896,Luiz,Social Media
32897,Carlos,Facebook Ads - Facebook
32898,Edson,Google Ads - Search
32900,Luciana,Organic
32901,Maria,Direct
32902,Daniel,Direct
32904,Marcos,Google Ads - Search
32905,Leandro,Criteo Remarketing
32907,Sebastiã,Facebook Ads - Instagram
32908,Luiz,Google Ads - Search
32909,Josefa,Direct
32910,Ricardo,Direct
32911,Pedro,Social Media
32912,Francisco,Google Ads - Search
32913,Sandra,Facebook Ads - Instagram
32914,Joaquim,Facebook Ads - Facebook
32915,Paul,Google Ads - Display
32916,Edson,Facebook Ads - Facebook
32917,Edson,Google Ads - Display
32918,Pedro,Google Ads - Search
32920,Antônia,Organic
32922,Josefa,Criteo Remarketing
32924,Josefa,Direct
32925,Márci,Direct
32926,Patrícia,Referral
32927,Leandro,Criteo Remarketing
32928,Vera,Organic
32929,João,Google Ads - Search
32931,Paul,Referral
32932,Antônio,Direct
32933,Márci,Google Ads - Search
32934,Sônia,Google Ads - Search
32935,Rita,Facebook Ads - Instagram
32936,Terezinha,Referral
32937,Antônio,Direct
32938,Francisco,Organic
32939,Rita,Google Ads - Display
32942,Paul,Direct
32943,Daniel,Organic
32944,Geraldo,Google Ads - Search
32945,Joaquim,Direct
32946,Maria,Direct
32947,Sérgio,Referral
32948,Terezinha,Criteo Remarketing
32949,Marcelo,Facebook Ads - Instagram
32950,Luiz,Organic
32951,Antônio,Organic
32953,Raimundo,Organic
32954,Márci,Social Media
32955,Manoel,Criteo Remarketing
32956,Luis,Google Ads - Search
32957,Rosa,Facebook Ads - Facebook
32958,Paul,Organic
32959,Manoel,Direct
32961,Antônia,Organic
32962,Adriana,Google Ads - Display
32963,Terezinha,Google Ads - Youtube
32964,Antônio,Google Ads - Youtube
32965,Luis,Facebook Ads - Facebook
32967,Edson,Organic
32968,Luis,Criteo Remarketing
32969,Sebastiã,Criteo Remarketing
32970,Jorge,Google Ads - Search
32971,Pedro,Criteo Remarketing
32972,Francisco,Criteo Remarketing
32973,Luiz,Facebook Ads - Instagram
